ID;Site;Latitude ;Longitude ;Exact location ;Literary source;Site type;Min_date;Max_date;Bibliography - title nr. 1 ;DOI;Bibliography - title nr. 2 ;DOI;Notes
402;Chryssi - Mouri - Site 1;34,88101;25,692717;Y;;settlement;961;1205;Chalikias, Kostas. 2013: Living on the Margin. Chryssi island and the settlement Patterns of the Ierapetra Area (Crete), British Archaeological Reports, Interna-tional Series 2549.;;;;
403;Chryssi - Mouri - Site2;34,878911;25,694304;Y;;cemetery;201;1205;Chalikias, Kostas. 2013: Living on the Margin. Chryssi island and the settlement Patterns of the Ierapetra Area (Crete), British Archaeological Reports, Interna-tional Series 2549.;;;;
404;Chryssi - Mouri - Site2;34,878911;25,694304;Y;;church;313;1205;Chalikias, Kostas. 2013: Living on the Margin. Chryssi island and the settlement Patterns of the Ierapetra Area (Crete), British Archaeological Reports, Interna-tional Series 2549.;;;;
405;Chryssi - Site 12;34,874017;25,699991;Y;;settlement;201;824;Chalikias, Kostas. 2013: Living on the Margin. Chryssi island and the settlement Patterns of the Ierapetra Area (Crete), British Archaeological Reports, Interna-tional Series 2549.;;;;
406;Chryssi - Site 12;34,874017;25,699991;Y;;settlement;961;1205;Chalikias, Kostas. 2013: Living on the Margin. Chryssi island and the settlement Patterns of the Ierapetra Area (Crete), British Archaeological Reports, Interna-tional Series 2549.;;;;
407;Chryssi - Site 16;34,874151;25,72172;Y;;settlement;201;824;Chalikias, Kostas. 2013: Living on the Margin. Chryssi island and the settlement Patterns of the Ierapetra Area (Crete), British Archaeological Reports, Interna-tional Series 2549.;;;;
408;Chryssi - Site 16;34,874151;25,72172;Y;;settlement;961;1205;Chalikias, Kostas. 2013: Living on the Margin. Chryssi island and the settlement Patterns of the Ierapetra Area (Crete), British Archaeological Reports, Interna-tional Series 2549.;;;;
409;Chryssi - Site 4;34,873125;25,694129;Y;;settlement;201;500;Chalikias, Kostas. 2013: Living on the Margin. Chryssi island and the settlement Patterns of the Ierapetra Area (Crete), British Archaeological Reports, Interna-tional Series 2549.;;;;
410;Chryssi - Site 4;34,873125;25,694129;Y;;settlement;801;1000;Chalikias, Kostas. 2013: Living on the Margin. Chryssi island and the settlement Patterns of the Ierapetra Area (Crete), British Archaeological Reports, Interna-tional Series 2549.;;;;
411;Chryssi - Site 7;34,875372;25,690058;Y;;settlement;201;500;Chalikias, Kostas. 2013: Living on the Margin. Chryssi island and the settlement Patterns of the Ierapetra Area (Crete), British Archaeological Reports, Interna-tional Series 2549.;;;;
412;Chryssi - Spilios - Site 5;34,878249;25,699047;Y;;settlement;201;824;Chalikias, Kostas. 2013: Living on the Margin. Chryssi island and the settlement Patterns of the Ierapetra Area (Crete), British Archaeological Reports, Interna-tional Series 2549.;;;;
413;Chryssi - Spilios - Site 5;34,878249;25,699047;Y;;settlement;961;1205;Chalikias, Kostas. 2013: Living on the Margin. Chryssi island and the settlement Patterns of the Ierapetra Area (Crete), British Archaeological Reports, Interna-tional Series 2549.;;;;
414;Chryssi - Spilios - Site 6;34,877357;25,696901;Y;;settlement;201;824;Chalikias, Kostas. 2013: Living on the Margin. Chryssi island and the settlement Patterns of the Ierapetra Area (Crete), British Archaeological Reports, Interna-tional Series 2549.;;;;
415;Chryssi - Spilios - Site 6;34,877357;25,696901;Y;;settlement;961;1205;Chalikias, Kostas. 2013: Living on the Margin. Chryssi island and the settlement Patterns of the Ierapetra Area (Crete), British Archaeological Reports, Interna-tional Series 2549.;;;;
416;Chryssi - Vougia Mati -Site 15;34,871172;25,719394;Y;;settlement;201;824;Chalikias, Kostas. 2013: Living on the Margin. Chryssi island and the settlement Patterns of the Ierapetra Area (Crete), British Archaeological Reports, Interna-tional Series 2549.;;;;
417;Chryssi - Vougia Mati -Site 15;34,871172;25,719394;Y;;settlement;961;1205;Chalikias, Kostas. 2013: Living on the Margin. Chryssi island and the settlement Patterns of the Ierapetra Area (Crete), British Archaeological Reports, Interna-tional Series 2549.;;;;
418;Ierapetra;35,00567;25,736418;Y;Y;city\port\cemetery\church\cistern\water construction;201;700;Tsougarakis, Dimitris. 1988. Byzantine Crete: from the 5th century to the Venetian conquest. Athens: St. D. Basilopoulos.;;Gallimore, Scott. 2015. An Island Economy. Hellenistic and Roman Pottery from Ierapytna, Crete, LANG Classical Studies, Vol. 18, Peter Lang, New York - Bern - Berlin - Brussels - Vienna - Oxford - Warsaw.;;coordinates: town center, official site: ΥΠΠΟ/ΑΡΧ/Α/Φ31/24456/1834 π.ε.
419;Ierapetra - Kato Mera ;35,004802;25,736473;Υ;;settlement;401;600;Tsougarakis, Dimitris. 1988. Byzantine Crete: from the 5th century to the Venetian conquest. Athens: St. D. Basilopoulos.;;;;
420;Inio (Arkadia);35,089546;25,289483;Y;Y;church;401;700;Tsougarakis, Dimitris. 1988. Byzantine Crete: from the 5th century to the Venetian conquest. Athens: St. D. Basilopoulos.;;Andrianakes, Michales G. and Giapitsoglou, Kostas D. 2014. Christianika mnemeia tes Kretes. Heraklion. ;;
421;Inion (Ini);35,09324;25,28217;Υ;;coin;824;900;Miles, George C. 1970. The coinage of the Arab amirs of Crete. New York: American Numismatic Society.;;;;8km S of Arkalochori
422;Itanos;35,263072;26,264283;Υ;;city\church\port\water construction;201;824;Xanthopoulou, Maria. Eleni- Nodarou, and Natalia Poulou-Papademetriou. 2014. Local Coarse Wares from late Roman Itanos (East Crete, Greece), in Poulou-Papademetriou et al. (eds.), 811-817.;;Tsigonaki, Christina. 2009:  itanos. Istoria  kai topografia mias paraktias theses tes anatolikes Kretes kata ten protovyzantine periodo. In O. Gratsiou and C. Loukos (eds.), Psifides - meletes istorias, archaiologias kai technes ste mneme tes Stellas Papadake-Oekland. Heraklio, 159-174.;;official site: ΥΠΠΟ/ΑΡΧ/Α/Φ31/24456/1834 π.ε., ΥΠΠΟ/ΑΡΧ/Α1/Φ43/46515π.ε, Αριθ. 9597, ΥΠΠΟ/ΑΡΧ/Α1/Φ43/21086/1004
423;Itanos - Erimupolis - Vai;35,266508;26,262906;Υ;;monastery;401;500;Curuni, S. A. –Donati, L. D. 2009. Creta Bizantina. Rilievi e note critiche sutrentaquattro edifici di culto in relazione all’opera di Giuseppe Gerola (Istituto Veneto di Scienze,Lettere ed Arti), Venezia.;;;;
424;Itanos - Erimupolis - Vai;35,266508;26,262906;Y;;monastery;901;1000;Curuni, S. A. –Donati, L. D. 2009. Creta Bizantina. Rilievi e note critiche sutrentaquattro edifici di culto in relazione all’opera di Giuseppe Gerola (Istituto Veneto di Scienze,Lettere ed Arti), Venezia.;;;;
425;Kalamafka Mesokastella;35,065619;25,646962;Υ;;fortification\hamlet;201;300;Nowicki, Krzysztof. 2000. Defensible sites in Crete, c. 1200-800 B.C: (LM IIIB/IIIC trough early geometric). Liège: Université de Liège.;;;;
426;Kalamafka Mesokastella;35,065619;25,646962;Y;;fortification Hamlet            ;1101;1205;Nowicki, Krzysztof. 2000. Defensible sites in Crete, c. 1200-800 B.C: (LM IIIB/IIIC trough early geometric). Liège: Université de Liège.;;;;
427;Kalamafka Timios Stavros ;35,065619;25,6472;Υ;;settlement;201;300;Nowicki, Krzysztof. 2000. Defensible sites in Crete, c. 1200-800 B.C: (LM IIIB/IIIC trough early geometric). Liège: Université de Liège.;;;;
428;Kalamafka Timios Stavros ;;25,6472;Y;;settlement;961;1205;Nowicki, Krzysztof. 2000. Defensible sites in Crete, c. 1200-800 B.C: (LM IIIB/IIIC trough early geometric). Liège: Université de Liège.;;;;
429;Kalamari - AKS SK2;35,520243;24,171237;Y;;settlement;961;1205;Raab, Holly Alane. 2001. Rural settlement in Hellenistic and Roman Crete: the Akrotiri peninsula. Oxford, England: Archaeopress. ;;;;
430;Kalamari - AKS SK5;35,521791;24,176849;Y;;settlement;961;1205;Raab, Holly Alane. 2001. Rural settlement in Hellenistic and Roman Crete: the Akrotiri peninsula. Oxford, England: Archaeopress. ;;;;
431;Kalamari - AKS SΚ1  (Sternes);35,516995;24,171752;Y;;settlement;961;1205;Raab, Holly Alane. 2001. Rural settlement in Hellenistic and Roman Crete: the Akrotiri peninsula. Oxford, England: Archaeopress. ;;;;
432;Kalamas;35,342348;24,709246;Y;;settlement\church;961;1205;Curuni S.A. 1988: L’ Istituto Veneto di Scienze, Lettere ed Arti e la missione cretese di Giuseppe Gerola, in: Curuni S.A. & Donati L. (eds), Creta Veneziana (Venice) 37-113.;;;;Ag. Georgios: 11th c. after frescoes
433;Kalami ;35,02899;25,4978886;Y;;cemetery;301;824;ΑΔ Β2 Χρονικά 48 (1993);;;;
434;Kalami ;35,02899;25,4978886;Y;;cemetery;961;1205;ΑΔ Β2 Χρονικά 48 (1993);;;;
435;Kalami ;35,46954;24,150156;Y;;settlement\church;201;400;Tsougarakis, Dimitris. 1988. Byzantine Crete: from the 5th century to the Venetian conquest. Athens: St. D. Basilopoulos.;;ΑΔ Β2 Χρονικά 63 (2008);;
436;Kalamos - Ag. Ioannis ;35,269703;23,68998;Ν;;church;961;1205;Gerola, Giuseppe, and Konstantinos E. Lassithiotakes. 1961. Topographikos katalogos ton toichographemenon ekklesion tes Κretes. Herakleion: Ekdosis Etairias Kretikon istorikon meleton.;;Curuni S.A. & Donati L. (eds)1988, Creta Veneziana (Venice) 37-113.;;
437;Kalathas - AKS KL7;35,549418;24,0935;Y;;settlement;961;1205;Raab, Holly Alane. 2001. Rural settlement in Hellenistic and Roman Crete: the Akrotiri peninsula. Oxford, England: Archaeopress. ;;;;
438;Kalo Chorio - Aloniko SE Crete 19;35,045223;26,149722;Y;;settlement;301;824;Schlager, Norbert. (with contributions by J. Böhm, K. Schaller, B. Pulsinger, G. A. Plattner, M. Goriany, K. Karolyi, W. K. Kovacsovics, A. Glaser, U. Fornwagner, and A. Angelinoudi). 1997. Minoische bis Rezente Ruinen im fernen Osten Kretas. Dokumentation 1996. Jahreshefte des Österreichischen Archäologischen Instituts, 66, s. 1-83.;;;;
439;Kalo Chorio - Aloniko SE Crete 19;35,045223;26,149722;Y;;settlement;961;1205;Schlager, Norbert. (with contributions by J. Böhm, K. Schaller, B. Pulsinger, G. A. Plattner, M. Goriany, K. Karolyi, W. K. Kovacsovics, A. Glaser, U. Fornwagner, and A. Angelinoudi). 1997. Minoische bis Rezente Ruinen im fernen Osten Kretas. Dokumentation 1996. Jahreshefte des Österreichischen Archäologischen Instituts, 66, s. 1-83.;;;;
440;Kalo Chorio Kamares;35,277526;25,340866;N;;coin;824;1205;Miles, George C. 1970. The coinage of the Arab amirs of Crete. New York: American Numismatic Society.;;;;coordinates: village center
441;Kalogerou;35,256189;24,648205;Y;;church;961;1205;Tsougarakis, Dimitris. 1988. Byzantine Crete: from the 5th century to the Venetian conquest. Athens: St. D. Basilopoulos.;;;;
442;Kaloi Limenes ;34,931893;24,802385;N;;port;201;1205;Tsougarakis, Dimitris. 1988. Byzantine Crete: from the 5th century to the Venetian conquest. Athens: St. D. Basilopoulos.;;Watrous, Livingston Vance, Despoina Hadzi-Vallianou, and Harriet Blitzer. 2004. The plain of Phaistos: cycles of social complexity in the Mesara region of Crete. Los Angeles, Calif: Cotsen Institute of Archaeology.;;coordinates: village center
443;Kaloi Limenes (Ag. Pavlou);34,927755;24,800068;Y;;church;401;700;Volanakes, Ioannis. 1987. Ta palaiochristianika mnemeia tes Kretes. Kretika Chronika KZ', 235-261.;;Tsougarakis, Dimitris. 1988. Byzantine Crete: from the 5th century to the Venetian conquest. Athens: St. D. Basilopoulos.;;
444;Kaloidena (Ano Meros);35,180932;24,655519;Y;;church\monastery;961;1205;Gerola, Giuseppe, and Konstantinos E. Lassithiotakes. 1961. Topographikos katalogos ton toichographemenon ekklesion tes Κretes. Herakleion: Ekdosis Etairias Kretikon istorikon meleton.;;;;
445;Kalydon;35,2594;25,7459;Y;;settlement\port\fortification\church\cistern \water construction;201;600;Tsougarakis, Dimitris. 1988. Byzantine Crete: from the 5th century to the Venetian conquest. Athens: St. D. Basilopoulos.;;;;
446;Kalydon;35,2594;25,7459;Y;;church       cistern  fortification Port                 settlement Water construction;701;800;Tsougarakis, Dimitris. 1988. Byzantine Crete: from the 5th century to the Venetian conquest. Athens: St. D. Basilopoulos.;;;;
447;Kalydon;35,2594;25,7459;Y;;church       cistern  fortification Port                 settlement Water construction;1101;1205;Tsougarakis, Dimitris. 1988. Byzantine Crete: from the 5th century to the Venetian conquest. Athens: St. D. Basilopoulos.;;;;
448;Kalyva Ag. Foteini (Sybrita);35,252687;24,632366;Y;;settlement;201;600;Belgiorno, M. R. 1994. Ricognizione nel territorio dell’ anticaSybrita. in L. Rocchetti (ed.), Sybrita. La valle di Amari fra Bronzo eFerro. Incunabula Graeca 96, Roma, 201-227.;;;;
449;Kalyva Ag. Foteini (Sybrita);35,252687;24,632366;Y;;settlement;961;1205;Belgiorno, M. R. 1994. Ricognizione nel territorio dell’ anticaSybrita. in L. Rocchetti (ed.), Sybrita. La valle di Amari fra Bronzo eFerro. Incunabula Graeca 96, Roma, 201-227.;;;;
450;Kalyvia - Ag. Georgios tis Falantras 1 (Phaistos);35,062023;25,221625;Y;;church;961;1205;Psilakes, Nikos. 1994. Monasteria kai eremeteria Kretes. Heraklion: published by author. ;;;;
451;Kamara (cont. Ag. Nikolaos);35,190428;25,720926;Y;Y;cemetery   city                ;301;700;Tsougarakis, Dimitris. 1988. Byzantine Crete: from the 5th century to the Venetian conquest. Athens: St. D. Basilopoulos.;;;;Milos neigborhood
452;Kamaraki ;35,304847;24,926352;Υ;;settlement;401;824;Tsougarakis, Dimitris. 1988. Byzantine Crete: from the 5th century to the Venetian conquest. Athens: St. D. Basilopoulos.;;Faure, Paul. 1965. Recherches sur le peuplement des montagnes de Crète : sites, cavernes et cultes. Bulletin de Correspondance Hellénique 89 (1), 27-63.;;
453;Kamares ;35,152939;24,819707;N;;settlement;961;1205;Watrous, Livingston Vance, Despoina Hadzi-Vallianou, and Harriet Blitzer. 2004. The plain of Phaistos: cycles of social complexity in the Mesara region of Crete. Los Angeles, Calif: Cotsen Institute of Archaeology;;;;coordinates: village center
454;Kamariotis ;35,312836;24,909695;Υ;;church;901;1205;Gallas, Klaus, Klaus Wessel, and Manolis Borboudakis, M. 1983. Byzantinische Kreta, Műnchen.;;;;coordinates: village center
455;Kamilari ;35,033169;24,789671;Y;;settlement;401;600;Tsougarakis, Dimitris. 1988. Byzantine Crete: from the 5th century to the Venetian conquest. Athens: St. D. Basilopoulos.;;;;
456;Kamilari ;35,033169;24,789671;Y;;settlement;1101;1205;Tsougarakis, Dimitris. 1988. Byzantine Crete: from the 5th century to the Venetian conquest. Athens: St. D. Basilopoulos.;;;;
457;Kamilari - FES 76;35,043826;24,785743;Y;;settlement;201;824;Watrous, Livingston Vance, Despoina Hadzi-Vallianou, and Harriet Blitzer. 2004. The plain of Phaistos: cycles of social complexity in the Mesara region of Crete. Los Angeles, Calif: Cotsen Institute of Archaeology;;;;
458;Kamili - AKS AR14 (Aroni);35,51759;24,116117;Y;;cistern           settlement;201;824;Raab, Holly Alane. 2001. Rural settlement in Hellenistic and Roman Crete: the Akrotiri peninsula. Oxford, England: Archaeopress. ;;;;
459;Kamili - AKS AR14 (Aroni);35,51759;24,116117;Y;;cistern           settlement;961;1205;Raab, Holly Alane. 2001. Rural settlement in Hellenistic and Roman Crete: the Akrotiri peninsula. Oxford, England: Archaeopress. ;;;;
460;Kamili - AKS AR16 (Aroni);35,513328;24,11689;Y;;settlement;201;300;Raab, Holly Alane. 2001. Rural settlement in Hellenistic and Roman Crete: the Akrotiri peninsula. Oxford, England: Archaeopress. ;;;;
461;Kamili - AKS AR16 (Aroni);35,513328;24,11689;Y;;settlement;961;1205;Raab, Holly Alane. 2001. Rural settlement in Hellenistic and Roman Crete: the Akrotiri peninsula. Oxford, England: Archaeopress. ;;;;
462;Kaminaki: Magazedis;35,158395;25,470613;Y;;settlement     Water construction;201;700;Watrous, Livingston Vance. 1982. Lasithi, a history of settlement on a highland plain in Crete. Princeton, N.J.: American School of Classical Studies at Athens. http://catalog.hathitrust.org/api/volumes/oclc/6941716.html.;;;;
463;Kampos - KAS 16 (Kavousi);35,141783;25,85714;Y;;settlement;701;1205;Haggis, Donald C. 2006. Kavousi I: the archaeological survey of the Kavousi region. Philadelphia, Penn: INSTAP Academic Press.;http://dx.doi.org/10.2307/j.ctt3fgv78;;;
464;Kampos - KAS 17 (Kavousi);35,142695;25,858256;Y;;settlement;301;700;Haggis, Donald C. 2006. Kavousi I: the archaeological survey of the Kavousi region. Philadelphia, Penn: INSTAP Academic Press.;http://dx.doi.org/10.2307/j.ctt3fgv79;;;
465;Kampos - KAS 17 (Kavousi);35,142695;25,858256;Y;;settlement;801;1205;Haggis, Donald C. 2006. Kavousi I: the archaeological survey of the Kavousi region. Philadelphia, Penn: INSTAP Academic Press.;http://dx.doi.org/10.2307/j.ctt3fgv80;;;
466;Kampos - KAS 22 (Kavousi);35,132728;25,855939;Y;;settlement\cistern;301;1205;Haggis, Donald C. 2006. Kavousi I: the archaeological survey of the Kavousi region. Philadelphia, Penn: INSTAP Academic Press.;http://dx.doi.org/10.2307/j.ctt3fgv81;;;
467;Kampos KAS 24 (Kavousi);35,12267;25,857794;Y;;settlement;201;1205;Haggis, Donald C. 2006. Kavousi I: the archaeological survey of the Kavousi region. Philadelphia, Penn: INSTAP Academic Press.;http://dx.doi.org/10.2307/j.ctt3fgv82;;;
468;Kandanos - Ag. Apostoloi (Koufalotos);35,32238;23,746836;N;;church;961;1205;Lassithiotakes, Konstantinos. 1970. Ekklesies Dytikes Kretes (D' Eparchia Selinou. Kretika Chronika 22, 133-210.;;;;
469;Kandanos - Ag. Georgios (Benoudiana);35,14964;23,746876;Y;;church;961;1205;Gerola, Giuseppe, and Konstantinos E. Lassithiotakes. 1961. Topographikos katalogos ton toichographemenon ekklesion tes Κretes. Herakleion: Ekdosis Etairias Kretikon istorikon meleton.;;Lassithiotakes, Konstantinos. 1970. Ekklesies Dytikes Kretes (D' Eparchia Selinou. Kretika Chronika 22, 133-210.;;
470;Kandanos - Ag. Ioannis  (Skoudiana);35,330728;23,735737;Y;;church;313;700;Gerola, Giuseppe, and Konstantinos E. Lassithiotakes. 1961. Topographikos katalogos ton toichographemenon ekklesion tes Κretes. Herakleion: Ekdosis Etairias Kretikon istorikon meleton.;;Lassithiotakes, Konstantinos. 1970. Ekklesies Dytikes Kretes (D' Eparchia Selinou. Kretika Chronika 22, 133-210.;;
471;Kandanos (Ellinika) - Ag. Paraskevi;35,331483;23,737872;Y;;church;961;1205;Gerola, Giuseppe, and Konstantinos E. Lassithiotakes. 1961. Topographikos katalogos ton toichographemenon ekklesion tes Κretes. Herakleion: Ekdosis Etairias Kretikon istorikon meleton.;;Lassithiotakes, Konstantinos. 1970. Ekklesies Dytikes Kretes (D' Eparchia Selinou. Kretika Chronika 22, 133-210.;;
